,Primer,Taxonomic Level,Reference Status,Num Subsampled,Total Nodes,Total Edges,Positive Edges,Negative Edges,Pos/Neg,Pos/Total,Neg/Total,Avg Path Length,Modularity,Avg Degree,Heterogeneity,Clustering Coefficient
1186,asv18S,Genus,physeq_Stressed,50,655,8123,7533,590,12.76779661,0.927366736,0.072633264,3.037635689,0.646595979,24.80305344,0.260119018,0.242360027
1187,asv18S,Genus,physeq_Stressed,50,655,8175,7545,630,11.97619048,0.92293578,0.07706422,3.010145435,0.639424899,24.96183206,0.257152149,0.244356058
1188,asv18S,Genus,physeq_Stressed,50,655,8626,7813,813,9.610086101,0.905750058,0.094249942,2.930718771,0.632019661,26.3389313,0.268771362,0.267620082
1189,asv18S,Genus,physeq_Stressed,50,655,7942,7370,572,12.88461538,0.927977839,0.072022161,3.094457337,0.641311509,24.25038168,0.25111376,0.250796213
1190,asv18S,Genus,physeq_Stressed,50,655,8884,8134,750,10.84533333,0.915578568,0.084421432,2.956033336,0.627708012,27.12671756,0.27164015,0.260395007
1191,asv18S,Genus,physeq_Stressed,50,655,7777,7181,596,12.04865772,0.923363765,0.076636235,3.133800219,0.659911303,23.74656489,0.251086439,0.25604866
1192,asv18S,Genus,physeq_Stressed,50,655,8027,7386,641,11.5226209,0.920144512,0.079855488,3.04500782,0.646563684,24.50992366,0.254157373,0.245224872
1193,asv18S,Genus,physeq_Stressed,50,655,7280,6795,485,14.01030928,0.933379121,0.066620879,3.202692609,0.664938664,22.22900763,0.24803786,0.249619669
1194,asv18S,Genus,physeq_Stressed,50,655,7763,7161,602,11.89534884,0.92245266,0.07754734,3.094544436,0.650840375,23.70381679,0.257130322,0.25636418
1195,asv18S,Genus,physeq_Stressed,50,655,7986,7437,549,13.54644809,0.931254696,0.068745304,3.093638677,0.649049206,24.38473282,0.257160755,0.247307804
1196,asv18S,Genus,physeq_Stressed,50,655,7978,7335,643,11.40746501,0.919403359,0.080596641,3.016695847,0.649423628,24.36030534,0.260106415,0.248249406
1197,asv18S,Genus,physeq_Stressed,50,655,7899,7286,613,11.8858075,0.92239524,0.07760476,2.964311226,0.652051431,24.11908397,0.251065451,0.268127051
1198,asv18S,Genus,physeq_Stressed,50,655,7541,6997,544,12.86213235,0.927861026,0.072138974,3.117758013,0.66274181,23.0259542,0.241763041,0.262792404
1199,asv18S,Genus,physeq_Stressed,50,655,8155,7473,682,10.95747801,0.916370325,0.083629675,3.065438756,0.636379687,24.90076336,0.262977642,0.245794788
1200,asv18S,Genus,physeq_Stressed,50,655,7891,7275,616,11.81006494,0.921936383,0.078063617,3.063012322,0.645930531,24.09465649,0.254140479,0.253782427
1201,asv18S,Genus,physeq_Stressed,50,655,7867,7197,670,10.74179104,0.914834117,0.085165883,3.117823377,0.647965223,24.02137405,0.265854637,0.256427563
1202,asv18S,Genus,physeq_Stressed,50,655,7243,6820,423,16.12293144,0.941598785,0.058401215,3.29321381,0.668533439,22.11603053,0.235359199,0.248799813
1203,asv18S,Genus,physeq_Stressed,50,655,7895,7303,592,12.33614865,0.925015833,0.074984167,3.094105563,0.649430969,24.10687023,0.263042586,0.252812926
1204,asv18S,Genus,physeq_Stressed,50,655,7948,7353,595,12.35798319,0.9251384,0.0748616,3.096796772,0.645312928,24.26870229,0.254161635,0.249306874
1205,asv18S,Genus,physeq_Stressed,50,655,7785,7198,587,12.26235094,0.924598587,0.075401413,3.053014917,0.643963855,23.77099237,0.25412063,0.256319678
1206,asv18S,Genus,physeq_Stressed,50,655,7913,7304,609,11.99343186,0.923038039,0.076961961,3.058958377,0.648830096,24.16183206,0.251090525,0.254107484
1207,asv18S,Genus,physeq_Stressed,50,655,8689,7920,769,10.29908973,0.911497295,0.088502705,3.019291734,0.629550398,26.53129771,0.271621541,0.267246817
1208,asv18S,Genus,physeq_Stressed,50,655,8133,7543,590,12.78474576,0.927456043,0.072543957,3.142479632,0.652534789,24.83358779,0.263048498,0.241152204
1209,asv18S,Genus,physeq_Stressed,50,655,8842,8045,797,10.09410289,0.909862022,0.090137978,2.900352499,0.624698477,26.99847328,0.277220492,0.261902736
1210,asv18S,Genus,physeq_Stressed,50,655,7051,6625,426,15.55164319,0.939583038,0.060416962,3.364003081,0.677182237,21.52977099,0.241774368,0.255372622
1211,asv18S,Genus,physeq_Stressed,50,655,8098,7527,571,13.1821366,0.929488763,0.070511237,3.152316922,0.641043163,24.72671756,0.254168991,0.242695707
1212,asv18S,Genus,physeq_Stressed,50,569,2186,2172,14,155.1428571,0.993595608,0.006404392,9.537767832,0.689575661,7.683655536,0.127926085,0.085267677
1213,asvrbcL,Family,physeq_Reference,All Samples,23,63,60,3,20,0.952380952,0.047619048,1.734265734,0.202657117,5.47826087,0.637282657,0.714
1214,asvrbcL,Family,physeq_Reference,50,15,34,34,0,Inf,1,0,1.507246377,0.316728901,4.533333333,0.521174744,0.6
1215,asvrbcL,Family,physeq_Reference,50,24,53,52,1,52,0.981132075,0.018867925,1.682352941,0.317075408,4.416666667,0.500783086,0.903409091
1216,asvrbcL,Family,physeq_Reference,50,21,61,59,2,29.5,0.967213115,0.032786885,1.596774194,0.221957715,5.80952381,0.672741655,0.739393939
1217,asvrbcL,Family,physeq_Reference,50,22,62,60,2,30,0.967741935,0.032258065,1.261904762,0.287059032,5.636363636,0.524662891,0.87250996
1218,asvrbcL,Family,physeq_Reference,50,13,32,32,0,Inf,1,0,1.333333333,0.265631,4.923076923,0.716786573,0.775280899
1219,asvrbcL,Family,physeq_Reference,50,15,46,45,1,45,0.97826087,0.02173913,1.561904762,-1.40E-16,6.133333333,0.592866439,0.618644068
1220,asvrbcL,Family,physeq_Reference,50,10,9,9,0,Inf,1,0,1.955555556,0.12,1.8,0.482852014,0
1221,asvrbcL,Family,physeq_Reference,50,16,39,38,1,38,0.974358974,0.025641026,1.576086957,0.20123563,4.875,0.570231861,0.646153846
1222,asvrbcL,Family,physeq_Reference,50,20,59,56,3,18.66666667,0.949152542,0.050847458,1.458715596,0.204638473,5.9,0.601473808,0.773784355
1223,asvrbcL,Family,physeq_Reference,50,22,52,49,3,16.33333333,0.942307692,0.057692308,1.5,0.347339214,4.727272727,0.524456128,0.848739496
1224,asvrbcL,Family,physeq_Reference,50,11,10,10,0,Inf,1,0,1.818181818,0,1.818181818,0.320867834,0
1225,asvrbcL,Family,physeq_Reference,50,17,44,44,0,Inf,1,0,1.45,0.318397683,5.176470588,0.664140355,0.752475248
1226,asvrbcL,Family,physeq_Reference,50,12,10,10,0,Inf,1,0,1.782608696,0.208516278,1.666666667,0.305171707,0
1227,asvrbcL,Family,physeq_Reference,50,19,51,50,1,50,0.980392157,0.019607843,1.523364486,0.257517279,5.368421053,0.622309631,0.703608247
1228,asvrbcL,Family,physeq_Reference,50,18,49,49,0,Inf,1,0,1.47311828,0.141550869,5.444444444,0.642421138,0.782967033
1229,asvrbcL,Family,physeq_Reference,50,18,56,56,0,Inf,1,0,1.397849462,0.144934814,6.222222222,0.528685348,0.797802198
1230,asvrbcL,Family,physeq_Reference,50,27,83,78,5,15.6,0.939759036,0.060240964,1.794285714,0.319699606,6.148148148,0.616371972,0.782781457
1231,asvrbcL,Family,physeq_Reference,50,21,68,65,3,21.66666667,0.955882353,0.044117647,1.601449275,0.055159537,6.476190476,0.748905327,0.673267327
1232,asvrbcL,Family,physeq_Reference,50,24,72,68,4,17,0.944444444,0.055555556,1.5390625,0.192066852,6,0.622277936,0.805111821
1233,asvrbcL,Family,physeq_Reference,50,19,57,56,1,56,0.98245614,0.01754386,1.579439252,0.192510062,6,0.712271983,0.774834437
1234,asvrbcL,Family,physeq_Reference,50,21,74,74,0,Inf,1,0,1.27,0.223588489,7.047619048,0.535629192,0.840707965
1235,asvrbcL,Family,physeq_Reference,50,13,37,37,0,Inf,1,0,1.339285714,0.05483705,5.692307692,0.646669791,0.828451883
1236,asvrbcL,Family,physeq_Reference,50,27,112,104,8,13,0.928571429,0.071428571,1.452736318,0.094814312,8.296296296,0.738120372,0.748283753
1237,asvrbcL,Family,physeq_Reference,50,13,55,55,0,Inf,1,0,1.294871795,-2.14E-16,8.461538462,0.473955094,0.801282051
1238,asvrbcL,Family,physeq_Reference,50,16,47,46,1,46,0.978723404,0.021276596,1.489130435,0.008219938,5.875,0.570231861,0.644067797
1239,asvrbcL,Family,physeq_Reference,50,17,53,51,2,25.5,0.962264151,0.037735849,1.436170213,0.192514254,6.235294118,0.478825952,0.708433735
1240,asvrbcL,Family,physeq_Reference,50,21,51,51,0,Inf,1,0,1.37804878,0.114786883,4.857142857,0.674978541,0.779005525
1241,asvrbcL,Family,physeq_Reference,50,19,47,45,2,22.5,0.957446809,0.042553191,1.560747664,0.259346815,4.947368421,0.621754988,0.681415929
1242,asvrbcL,Family,physeq_Reference,50,23,75,74,1,74,0.986666667,0.013333333,1.522292994,0.172878082,6.52173913,0.509781734,0.700699301
1243,asvrbcL,Family,physeq_Reference,50,28,72,67,5,13.4,0.930555556,0.069444444,1.57037037,0.403079484,5.142857143,0.60630076,0.807495741
1244,asvrbcL,Family,physeq_Reference,50,20,57,55,2,27.5,0.964912281,0.035087719,1.587155963,0.310357305,5.7,0.601717468,0.829213483
1245,asvrbcL,Family,physeq_Reference,50,21,54,53,1,53,0.981481481,0.018518519,1.722222222,0.239408623,5.142857143,0.538436001,0.869017632
1246,asvrbcL,Family,physeq_Reference,50,18,49,47,2,23.5,0.959183673,0.040816327,1.289855072,0.174888334,5.444444444,0.463857666,0.845070423
1247,asvrbcL,Family,physeq_Reference,50,15,53,53,0,Inf,1,0,1.329113924,0.034874503,7.066666667,0.656217959,0.742990654
1248,asvrbcL,Family,physeq_Reference,50,15,36,35,1,35,0.972222222,0.027777778,1.368421053,0.304797078,4.8,0.591623531,0.736111111
1249,asvrbcL,Family,physeq_Reference,50,26,68,65,3,21.66666667,0.955882353,0.044117647,1.244444444,0.456665955,5.230769231,0.56007832,0.87202925
1250,asvrbcL,Family,physeq_Reference,50,18,37,36,1,36,0.972972973,0.027027027,1.463768116,0.166242035,4.111111111,0.534850983,0.774193548
1251,asvrbcL,Family,physeq_Reference,50,25,48,48,0,Inf,1,0,1.788461538,0.44860946,3.84,0.43998126,0.838709677
1252,asvrbcL,Family,physeq_Reference,50,25,72,66,6,11,0.916666667,0.083333333,1.715277778,0.348132121,5.76,0.609320079,0.808823529
1253,asvrbcL,Family,physeq_Reference,50,19,51,48,3,16,0.941176471,0.058823529,1.281690141,0.469173832,5.368421053,0.62036621,0.805479452
1254,asvrbcL,Family,physeq_Reference,50,14,46,46,0,Inf,1,0,1.494505495,-2.77E-16,6.571428571,0.75007673,0.628895184
1255,asvrbcL,Family,physeq_Reference,50,18,56,55,1,55,0.982142857,0.017857143,1.317073171,0.062526143,6.222222222,0.462087211,0.817567568
1256,asvrbcL,Family,physeq_Reference,50,18,47,46,1,46,0.978723404,0.021276596,1.602150538,0.101615824,5.222222222,0.588134032,0.765957447
1257,asvrbcL,Family,physeq_Reference,50,26,87,78,9,8.666666667,0.896551724,0.103448276,1.464788732,0.396212298,6.692307692,0.596169936,0.813148789
1258,asvrbcL,Family,physeq_Reference,50,11,10,10,0,Inf,1,0,1.818181818,0,1.818181818,0.320867834,0
1259,asvrbcL,Family,physeq_Reference,50,18,61,61,0,Inf,1,0,1.495867769,0.079538576,6.777777778,0.734679589,0.692307692
1260,asvrbcL,Family,physeq_Reference,50,24,71,67,4,16.75,0.943661972,0.056338028,1.260416667,0.077387088,5.916666667,0.499133055,0.799357945
1261,asvrbcL,Family,physeq_Reference,50,30,77,73,4,18.25,0.948051948,0.051948052,1.880434783,0.409575749,5.133333333,0.585034469,0.815217391
1262,asvrbcL,Family,physeq_Reference,50,23,53,52,1,52,0.981132075,0.018867925,1.273972603,0.405061868,4.608695652,0.559770277,0.875675676
1263,asvrbcL,Family,physeq_Reference,50,19,48,44,4,11,0.916666667,0.083333333,1.186440678,0.333826647,5.052631579,0.571594889,0.86102719
1264,asvrbcL,Family,physeq_Reference,50,19,40,39,1,39,0.975,0.025,1.35483871,0.357599163,4.210526316,0.621754988,0.799126638
1265,asvrbcL,Family,physeq_Reference,50,21,52,52,0,Inf,1,0,1.203125,0.29571853,4.952380952,0.425302009,0.928767123
1266,asvrbcL,Family,physeq_Reference,50,21,69,68,1,68,0.985507246,0.014492754,1.378378378,0.203014142,6.571428571,0.62883043,0.769736842
1267,asvrbcL,Family,physeq_Reference,50,10,9,9,0,Inf,1,0,1.955555556,0.12,1.8,0.482852014,0
1268,asvrbcL,Family,physeq_Reference,50,16,51,51,0,Inf,1,0,1.532608696,0.055296718,6.375,0.629993501,0.734693878
1269,asvrbcL,Family,physeq_Reference,50,17,41,41,0,Inf,1,0,1.933962264,0.256222259,4.823529412,0.662285729,0.657692308
1270,asvrbcL,Family,physeq_Reference,50,26,65,64,1,64,0.984615385,0.015384615,1.725352113,0.259770458,5,0.478612959,0.828185328
1271,asvrbcL,Family,physeq_Reference,50,19,38,38,0,Inf,1,0,1.563380282,0.362854213,4,0.623140671,0.703349282
1272,asvrbcL,Family,physeq_Reference,50,21,63,63,0,Inf,1,0,1.5,0.138871188,6,0.672928346,0.734225621
1273,asvrbcL,Family,physeq_Reference,50,24,73,73,0,Inf,1,0,2.314102564,0.43296164,6.083333333,0.622277936,0.819047619
1274,asvrbcL,Family,physeq_Reference,50,23,73,67,6,11.16666667,0.917808219,0.082191781,1.872611465,0.347076,6.347826087,0.554693658,0.76625387
1275,asvrbcL,Family,physeq_Reference,50,10,9,9,0,Inf,1,0,1.8,0,1.8,0.339364906,0
1276,asvrbcL,Family,physeq_Reference,50,19,62,60,2,30,0.967741935,0.032258065,1.347368421,0.23205287,6.526315789,0.711060017,0.767307692
1277,asvrbcL,Family,physeq_Reference,50,17,48,48,0,Inf,1,0,1.716981132,0.241983106,5.647058824,0.71221982,0.718562874
1278,asvrbcL,Family,physeq_Reference,50,20,70,65,5,13,0.928571429,0.071428571,1.357798165,0.180434904,7,0.646801662,0.823712949
1279,asvrbcL,Family,physeq_Reference,50,12,11,11,0,Inf,1,0,1.96969697,0.111111111,1.833333333,0.43334312,0
1280,asvrbcL,Family,physeq_Reference,50,10,9,9,0,Inf,1,0,1.8,0,1.8,0.339364906,0
1281,asvrbcL,Family,physeq_Reference,50,19,62,62,0,Inf,1,0,1.234567901,0.235908558,6.526315789,0.569175429,0.849809886
1282,asvrbcL,Family,physeq_Reference,50,16,47,47,0,Inf,1,0,1.308823529,0.142496689,5.875,0.687606972,0.835777126
1283,asvrbcL,Family,physeq_Reference,50,15,35,35,0,Inf,1,0,1.385964912,0.038858259,4.666666667,0.592245311,0.742718447
1284,asvrbcL,Family,physeq_Reference,50,20,68,64,4,16,0.941176471,0.058823529,1.442622951,0.083544074,6.8,0.730858541,0.731825525
1285,asvrbcL,Family,physeq_Reference,50,23,58,57,1,57,0.982758621,0.017241379,1.678571429,0.347258488,5.043478261,0.598599655,0.812351544
1286,asvrbcL,Family,physeq_Reference,50,19,55,52,3,17.33333333,0.945454545,0.054545455,1.419753086,0.127375425,5.789473684,0.57008393,0.828571429
1287,asvrbcL,Family,physeq_Reference,50,17,56,56,0,Inf,1,0,1.3,0.156135354,6.588235294,0.663399126,0.810989011
1288,asvrbcL,Family,physeq_Reference,50,16,54,52,2,26,0.962962963,0.037037037,1.55,0.010103556,6.75,0.687606972,0.662251656
1289,asvrbcL,Family,physeq_Reference,50,28,96,93,3,31,0.96875,0.03125,1.542372881,0.124042486,6.857142857,0.536493018,0.800785083
1290,asvrbcL,Family,physeq_Reference,50,25,76,75,1,75,0.986842105,0.013157895,1.342105263,0.1502348,6.08,0.570499769,0.771929825
1291,asvrbcL,Family,physeq_Reference,50,14,32,31,1,31,0.96875,0.03125,1.319148936,0.066433954,4.571428571,0.618171724,0.779661017
1292,asvrbcL,Family,physeq_Reference,50,28,81,79,2,39.5,0.975308642,0.024691358,1.357723577,0.258438548,5.785714286,0.537062443,0.827586207
1293,asvrbcL,Family,physeq_Reference,50,24,84,78,6,13,0.928571429,0.071428571,1.608974359,0.166027092,7,0.660228496,0.75
1294,asvrbcL,Family,physeq_Reference,50,20,51,51,0,Inf,1,0,1.271428571,0.239963851,5.1,0.438207484,0.786885246
1295,asvrbcL,Family,physeq_Reference,50,21,61,59,2,29.5,0.967213115,0.032786885,1.46875,0.249057904,5.80952381,0.630824823,0.843942505
1296,asvrbcL,Family,physeq_Reference,50,11,10,10,0,Inf,1,0,1.818181818,0,1.818181818,0.320867834,0
1297,asvrbcL,Family,physeq_Reference,50,18,51,49,2,24.5,0.960784314,0.039215686,1.569892473,0.116406043,5.666666667,0.640504412,0.80952381
1298,asvrbcL,Family,physeq_Reference,50,21,54,51,3,17,0.944444444,0.055555556,1.703703704,0.227750156,5.142857143,0.586987823,0.79389313
1299,asvrbcL,Family,physeq_Reference,50,20,61,58,3,19.33333333,0.950819672,0.049180328,1.550458716,0.312310241,6.1,0.731660361,0.793939394
1300,asvrbcL,Family,physeq_Reference,50,26,72,71,1,71,0.986111111,0.013888889,1.4375,0.240741457,5.538461538,0.47914922,0.872990354
1301,asvrbcL,Family,physeq_Reference,50,25,93,88,5,17.6,0.946236559,0.053763441,1.402684564,0.182297862,7.44,0.528150704,0.774896266
1302,asvrbcL,Family,physeq_Reference,50,19,69,69,0,Inf,1,0,1.355140187,0.181894859,7.263157895,0.568265476,0.8109375
1303,asvrbcL,Family,physeq_Reference,50,20,64,63,1,63,0.984375,0.015625,1.573770492,0.192078832,6.4,0.601473808,0.745916515
1304,asvrbcL,Family,physeq_Reference,50,21,54,52,2,26,0.962962963,0.037037037,1.5,0.295963111,5.142857143,0.674978541,0.735436893
1305,asvrbcL,Family,physeq_Reference,50,25,79,79,0,Inf,1,0,1.521428571,0.232667416,6.32,0.645361336,0.737903226
1306,asvrbcL,Family,physeq_Reference,50,19,64,64,0,Inf,1,0,1.401869159,0.068311825,6.736842105,0.712029755,0.779359431
1307,asvrbcL,Family,physeq_Reference,50,26,97,93,4,23.25,0.958762887,0.041237113,1.467455621,0.134742814,7.461538462,0.629586408,0.780464217
1308,asvrbcL,Family,physeq_Reference,50,16,40,40,0,Inf,1,0,1.50617284,0.134332525,5,0.568131552,0.75862069
1309,asvrbcL,Family,physeq_Reference,50,23,61,59,2,29.5,0.967213115,0.032786885,1.164383562,0.325241339,5.304347826,0.461737285,0.89748954
1310,asvrbcL,Family,physeq_Reference,50,19,48,46,2,23,0.958333333,0.041666667,1.530864198,0.301988565,5.052631579,0.622032371,0.842900302
1311,asvrbcL,Family,physeq_Reference,50,21,58,57,1,57,0.982758621,0.017241379,1.585585586,0.198575099,5.523809524,0.585058699,0.778781038
1312,asvrbcL,Family,physeq_Reference,50,22,54,52,2,26,0.962962963,0.037037037,1.431578947,0.187343091,4.909090909,0.614538255,0.735
1313,asvrbcL,Family,physeq_Reference,50,25,69,64,5,12.8,0.927536232,0.072463768,1.614754098,0.301766744,5.52,0.530071258,0.868561279
1314,asvrbcL,Family,physeq_Intermediate,All Samples,5,7,7,0,Inf,1,0,1.3,5.51E-16,2.8,0.477566933,0.6
1315,asvrbcL,Family,physeq_Intermediate,50,24,41,38,3,12.66666667,0.926829268,0.073170732,2.919354839,0.488452616,3.416666667,0.394651588,0.890625
1316,asvrbcL,Family,physeq_Intermediate,50,18,29,29,0,Inf,1,0,1.543478261,0.49710846,3.222222222,0.466500751,0.869158879
1317,asvrbcL,Family,physeq_Intermediate,50,29,37,33,4,8.25,0.891891892,0.108108108,1.76056338,0.592445869,2.551724138,0.356951978,0.815789474
1318,asvrbcL,Family,physeq_Intermediate,50,20,33,32,1,32,0.96969697,0.03030303,1.528301887,0.501007095,3.3,0.436867397,0.902439024
1319,asvrbcL,Family,physeq_Intermediate,50,28,35,32,3,10.66666667,0.914285714,0.085714286,1.826086957,0.599336812,2.5,0.365473754,0.825688073
1320,asvrbcL,Family,physeq_Intermediate,50,8,10,10,0,Inf,1,0,1.375,0.199663577,2.5,0.516397779,0.5
1321,asvrbcL,Family,physeq_Intermediate,50,19,36,36,0,Inf,1,0,1.698412698,0.483044858,3.789473684,0.453076806,0.9
1322,asvrbcL,Family,physeq_Intermediate,50,22,34,33,1,33,0.970588235,0.029411765,1.295454545,0.615676066,3.090909091,0.345406799,0.932773109
1323,asvrbcL,Family,physeq_Intermediate,50,17,42,41,1,41,0.976190476,0.023809524,1.671052632,0.224847945,4.941176471,0.483427696,0.898832685
1324,asvrbcL,Family,physeq_Intermediate,50,25,40,38,2,19,0.95,0.05,1.913978495,0.421703751,3.2,0.387621487,0.819672131
1325,asvrbcL,Family,physeq_Intermediate,50,20,42,41,1,41,0.976190476,0.023809524,1.224489796,0.334729501,4.2,0.368425461,0.958506224
1326,asvrbcL,Family,physeq_Intermediate,50,26,40,35,5,7,0.875,0.125,1.491803279,0.524673329,3.076923077,0.317686165,0.887573964
1327,asvrbcL,Family,physeq_Intermediate,50,23,41,38,3,12.66666667,0.926829268,0.073170732,2.011235955,0.454493418,3.565217391,0.403427092,0.909574468
1328,asvrbcL,Family,physeq_Intermediate,50,24,34,33,1,33,0.970588235,0.029411765,2.013333333,0.578043106,2.833333333,0.394860565,0.796460177
1329,asvrbcL,Family,physeq_Intermediate,50,22,36,35,1,35,0.972222222,0.027777778,1.527272727,0.484988224,3.272727273,0.352862481,0.909090909
1330,asvrbcL,Family,physeq_Intermediate,50,18,43,42,1,42,0.976744186,0.023255814,1.575342466,0.414836153,4.777777778,0.532162307,0.903474903
1331,asvrbcL,Family,physeq_Intermediate,50,19,29,29,0,Inf,1,0,1.591836735,0.534071648,3.052631579,0.453837641,0.849056604
1332,asvrbcL,Family,physeq_Intermediate,50,20,31,31,0,Inf,1,0,1.162162162,0.59188411,3.1,0.435859627,0.897196262
1333,asvrbcL,Family,physeq_Intermediate,50,18,34,33,1,33,0.970588235,0.029411765,1.855072464,0.505699673,3.777777778,0.470001744,0.877192982
1334,asvrbcL,Family,physeq_Intermediate,50,26,44,40,4,10,0.909090909,0.090909091,2.616541353,0.554131773,3.384615385,0.428354312,0.818181818
1335,asvrbcL,Family,physeq_Intermediate,50,19,31,31,0,Inf,1,0,1.530612245,0.501574438,3.263157895,0.450020604,0.864864865
1336,asvrbcL,Family,physeq_Intermediate,50,22,36,34,2,17,0.944444444,0.055555556,1.270833333,0.543862164,3.272727273,0.418135517,0.903614458
1337,asvrbcL,Family,physeq_Intermediate,50,25,44,39,5,7.8,0.886363636,0.113636364,2.801587302,0.476812294,3.52,0.438824934,0.849056604
1338,asvrbcL,Family,physeq_Intermediate,50,21,38,37,1,37,0.973684211,0.026315789,1.988372093,0.436473969,3.619047619,0.485824685,0.859550562
1339,asvrbcL,Family,physeq_Intermediate,50,25,34,31,3,10.33333333,0.911764706,0.088235294,1.957142857,0.600245176,2.72,0.386871735,0.837837838
1340,asvrbcL,Family,physeq_Intermediate,50,25,33,30,3,10,0.909090909,0.090909091,1.509803922,0.537945228,2.64,0.388743404,0.861111111
1341,asvrbcL,Family,physeq_Intermediate,50,21,35,34,1,34,0.971428571,0.028571429,1.260869565,0.476443041,3.333333333,0.430877092,0.909090909
1342,asvrbcL,Family,physeq_Intermediate,50,14,26,26,0,Inf,1,0,1.133333333,0.496964517,3.714285714,0.541126306,0.920792079
1343,asvrbcL,Family,physeq_Intermediate,50,20,40,37,3,12.33333333,0.925,0.075,3.151079137,0.4061894,4,0.437537953,0.876923077
1344,asvrbcL,Family,physeq_Intermediate,50,18,28,28,0,Inf,1,0,1.586956522,0.51969128,3.111111111,0.39203128,0.865384615
1345,asvrbcL,Family,physeq_Intermediate,50,14,32,32,0,Inf,1,0,1.395348837,0.38071466,4.571428571,0.543672797,0.931677019
1346,asvrbcL,Family,physeq_Intermediate,50,22,32,29,3,9.666666667,0.90625,0.09375,1.184210526,0.58054437,2.909090909,0.349154541,0.955752212
1347,asvrbcL,Family,physeq_Intermediate,50,26,34,31,3,10.33333333,0.911764706,0.088235294,1.175,0.598599144,2.615384615,0.320102064,0.955752212
1348,asvrbcL,Family,physeq_Intermediate,50,20,30,29,1,29,0.966666667,0.033333333,1.30952381,0.513245662,3,0.440875438,0.861111111
1349,asvrbcL,Family,physeq_Intermediate,50,27,38,34,4,8.5,0.894736842,0.105263158,2.953333333,0.633549709,2.814814815,0.42173475,0.789473684
1350,asvrbcL,Family,physeq_Intermediate,50,23,33,32,1,32,0.96969697,0.03030303,1.108108108,0.541831804,2.869565217,0.340147235,0.965217391
1351,asvrbcL,Family,physeq_Intermediate,50,24,42,41,1,41,0.976190476,0.023809524,1.461538462,0.525356873,3.5,0.395486831,0.914438503
1352,asvrbcL,Family,physeq_Intermediate,50,21,38,37,1,37,0.973684211,0.026315789,1.578125,0.548173015,3.619047619,0.487373546,0.841269841
1353,asvrbcL,Family,physeq_Intermediate,50,20,36,35,1,35,0.972222222,0.027777778,1.369565217,0.431801509,3.6,0.373169332,0.971098266
1354,asvrbcL,Family,physeq_Intermediate,50,19,29,29,0,Inf,1,0,1.2,0.509405526,3.052631579,0.450786597,0.911764706
1355,asvrbcL,Family,physeq_Intermediate,50,18,34,34,0,Inf,1,0,1.4,0.417379819,3.777777778,0.467378458,0.931677019
1356,asvrbcL,Family,physeq_Intermediate,50,17,43,41,2,20.5,0.953488372,0.046511628,1.657894737,0.293198429,5.058823529,0.481387907,0.879699248
1357,asvrbcL,Family,physeq_Intermediate,50,22,39,36,3,12,0.923076923,0.076923077,1.782051282,0.492533989,3.545454545,0.472681004,0.827027027
1358,asvrbcL,Family,physeq_Intermediate,50,22,33,31,2,15.5,0.939393939,0.060606061,1.909090909,0.592613543,3,0.413702399,0.830357143
1359,asvrbcL,Family,physeq_Intermediate,50,22,39,39,0,Inf,1,0,1.638888889,0.516960746,3.545454545,0.472451492,0.854748603
1360,asvrbcL,Family,physeq_Intermediate,50,22,32,32,0,Inf,1,0,1.728813559,0.592137259,2.909090909,0.415272432,0.845454545
1361,asvrbcL,Family,physeq_Intermediate,50,24,39,39,0,Inf,1,0,1.671641791,0.549176797,3.25,0.397152046,0.894736842
1362,asvrbcL,Family,physeq_Intermediate,50,25,46,43,3,14.33333333,0.934782609,0.065217391,1.424242424,0.474951589,3.68,0.389862093,0.920318725
1363,asvrbcL,Family,physeq_Intermediate,50,17,32,30,2,15,0.9375,0.0625,2.407894737,0.498116059,3.764705882,0.485458914,0.89516129
1364,asvrbcL,Family,physeq_Intermediate,50,18,29,28,1,28,0.965517241,0.034482759,1.789473684,0.520514605,3.222222222,0.466500751,0.841121495
1365,asvrbcL,Family,physeq_Intermediate,50,20,35,32,3,10.66666667,0.914285714,0.085714286,1.367346939,0.556668956,3.5,0.439876852,0.903614458
1366,asvrbcL,Family,physeq_Intermediate,50,18,34,34,0,Inf,1,0,1.108108108,0.519229873,3.777777778,0.305683861,0.988235294
1367,asvrbcL,Family,physeq_Intermediate,50,20,32,31,1,31,0.96875,0.03125,2.148648649,0.561110435,3.2,0.436195809,0.82300885
1368,asvrbcL,Family,physeq_Intermediate,50,17,34,33,1,33,0.970588235,0.029411765,1.72,0.386588028,4,0.402635842,0.931677019
1369,asvrbcL,Family,physeq_Intermediate,50,18,44,44,0,Inf,1,0,1.452054795,0.356662542,4.888888889,0.467378458,0.858823529
1370,asvrbcL,Family,physeq_Intermediate,50,22,33,31,2,15.5,0.939393939,0.060606061,1.888888889,0.613069984,3,0.471072068,0.788135593
1371,asvrbcL,Family,physeq_Intermediate,50,18,36,36,0,Inf,1,0,1.904109589,0.52966523,4,0.46253046,0.838509317
1372,asvrbcL,Family,physeq_Intermediate,50,17,30,30,0,Inf,1,0,1.5625,0.552451113,3.529411765,0.481387907,0.864864865
1373,asvrbcL,Family,physeq_Intermediate,50,20,36,36,0,Inf,1,0,1.5,0.464082522,3.6,0.440542828,0.910714286
