,Primer,Taxonomic Level,Reference Status,Num Subsampled,Total Nodes,Total Edges,Positive Edges,Negative Edges,Pos/Neg,Pos/Total,Neg/Total,Avg Path Length,Modularity,Avg Degree,Heterogeneity,Clustering Coefficient
576,asv16S,Genus,physeq_Stressed,50,67,196,192,4,48,0.979591837,0.020408163,1.825423729,0.598796328,5.850746269,0.259136126,0.470009833
577,asv16S,Genus,physeq_Stressed,50,61,190,188,2,94,0.989473684,0.010526316,1.671848014,0.366305723,6.229508197,0.303841043,0.374207188
578,asv16S,Genus,physeq_Stressed,50,69,225,219,6,36.5,0.973333333,0.026666667,1.952554745,0.492699463,6.52173913,0.331409746,0.418640183
579,asv16S,Genus,physeq_Stressed,50,46,126,126,0,Inf,1,0,1.75147929,0.278876244,5.47826087,0.239044409,0.254062038
580,asv16S,Genus,physeq_Stressed,50,53,172,171,1,171,0.994186047,0.005813953,1.64375,0.4719352,6.490566038,0.259669416,0.403254333
581,asv16S,Genus,physeq_Stressed,50,70,269,264,5,52.8,0.981412639,0.018587361,3.04982699,0.476428018,7.685714286,0.371338646,0.43492123
582,asv16S,Genus,physeq_Stressed,50,65,234,232,2,116,0.991452991,0.008547009,1.735334243,0.419985076,7.2,0.343355667,0.405803571
583,asv16S,Genus,physeq_Stressed,50,60,204,204,0,Inf,1,0,1.71686747,0.42301495,6.8,0.27506254,0.355823293
584,asv16S,Genus,physeq_Stressed,50,56,168,168,0,Inf,1,0,1.714285714,0.313119329,6,0.25297004,0.306643952
585,asv16S,Genus,physeq_Stressed,50,54,166,166,0,Inf,1,0,1.710801394,0.417297621,6.148148148,0.217316885,0.306957708
586,asv16S,Genus,physeq_Stressed,50,65,209,207,2,103.5,0.990430622,0.009569378,1.711015737,0.399268349,6.430769231,0.264516053,0.351894818
587,asv16S,Genus,physeq_Stressed,50,63,186,185,1,185,0.994623656,0.005376344,1.660984848,0.534782179,5.904761905,0.268580241,0.388998035
588,asv16S,Genus,physeq_Stressed,50,56,186,186,0,Inf,1,0,1.686746988,0.380653203,6.642857143,0.251611194,0.37881121
589,asv16S,Genus,physeq_Stressed,50,60,192,191,1,191,0.994791667,0.005208333,1.713607595,0.424120232,6.4,0.3053951,0.371385542
590,asv16S,Genus,physeq_Stressed,50,59,193,193,0,Inf,1,0,1.67238422,0.4332348,6.542372881,0.244573721,0.373025161
591,asv16S,Genus,physeq_Stressed,50,39,35,35,0,Inf,1,0,1.934086629,0.188396343,1.794871795,0.162388598,0
592,asv16S,Genus,physeq_Stressed,50,58,188,188,0,Inf,1,0,1.659380692,0.422518625,6.482758621,0.246260118,0.379618227
593,asv16S,Genus,physeq_Stressed,50,73,300,296,4,74,0.986666667,0.013333333,1.658536585,0.371609266,8.219178082,0.248116422,0.420217588
594,asv16S,Genus,physeq_Stressed,50,72,233,226,7,32.28571429,0.969957082,0.030042918,1.882681564,0.582504433,6.472222222,0.324778655,0.49659349
595,asv16S,Genus,physeq_Stressed,50,78,283,278,5,55.6,0.982332155,0.017667845,3.351648352,0.503496596,7.256410256,0.311029836,0.44097035
596,asv16S,Genus,physeq_Stressed,50,59,173,173,0,Inf,1,0,1.632829374,0.503821608,5.86440678,0.278044748,0.410820896
597,asv16S,Genus,physeq_Stressed,50,42,116,116,0,Inf,1,0,1.736961451,0.432051753,5.523809524,0.19434181,0.269662921
598,asv16S,Genus,physeq_Stressed,50,68,239,236,3,78.66666667,0.987447699,0.012552301,1.695774648,0.431602169,7.029411765,0.257876616,0.406835002
599,asv16S,Genus,physeq_Stressed,50,60,199,197,2,98.5,0.989949749,0.010050251,1.659246575,0.375437457,6.633333333,0.242573433,0.367176634
600,asv16S,Genus,physeq_Stressed,50,51,149,148,1,148,0.993288591,0.006711409,1.707843137,0.397333062,5.843137255,0.301383375,0.33010118
601,asv16S,Genus,physeq_Stressed,50,59,211,209,2,104.5,0.990521327,0.009478673,1.691520468,0.261743944,7.152542373,0.27929613,0.34333414
602,asv16S,Genus,physeq_Stressed,50,71,307,304,3,101.3333333,0.990228013,0.009771987,1.653846154,0.387482124,8.647887324,0.252057603,0.412246658
603,asv16S,Genus,physeq_Stressed,50,45,132,132,0,Inf,1,0,1.767605634,0.31331418,5.866666667,0.244016013,0.240732665
604,asv16S,Genus,physeq_Stressed,50,53,183,182,1,182,0.994535519,0.005464481,1.641878669,0.403931675,6.905660377,0.21776547,0.386427898
605,asv16S,Genus,physeq_Stressed,50,61,178,178,0,Inf,1,0,1.668582375,0.532263656,5.836065574,0.240301427,0.398601399
606,asv16S,Genus,physeq_Stressed,50,61,215,213,2,106.5,0.990697674,0.009302326,1.825375171,0.346656854,7.049180328,0.272962711,0.344214373
607,asv18S,Family,physeq_Reference,All Samples,336,1687,1525,162,9.413580247,0.903971547,0.096028453,3.585376688,0.746883918,10.04166667,0.338178138,0.465679707
608,asv18S,Family,physeq_Reference,50,336,1801,1636,165,9.915151515,0.908384231,0.091615769,3.64561123,0.748878147,10.7202381,0.315257331,0.409125747
609,asv18S,Family,physeq_Reference,50,335,1829,1650,179,9.217877095,0.902132313,0.097867687,3.502708017,0.756033389,10.91940299,0.296015333,0.457088156
610,asv18S,Family,physeq_Reference,50,336,1882,1692,190,8.905263158,0.899043571,0.100956429,3.429299929,0.740096386,11.20238095,0.319937739,0.436587542
611,asv18S,Family,physeq_Reference,50,336,1720,1549,171,9.058479532,0.900581395,0.099418605,3.595629601,0.75990817,10.23809524,0.300645339,0.439336075
612,asv18S,Family,physeq_Reference,50,336,1899,1726,173,9.976878613,0.908899421,0.091100579,3.5492715,0.731017532,11.30357143,0.295600839,0.433252957
613,asv18S,Family,physeq_Reference,50,335,1689,1541,148,10.41216216,0.912374186,0.087625814,3.620305657,0.750097532,10.08358209,0.301090356,0.402210753
614,asv18S,Family,physeq_Reference,50,336,2035,1857,178,10.43258427,0.912530713,0.087469287,3.359594883,0.730893115,12.11309524,0.315242566,0.446296104
615,asv18S,Family,physeq_Reference,50,336,1801,1618,183,8.841530055,0.898389783,0.101610217,3.471037669,0.741962005,10.7202381,0.310466631,0.417963382
616,asv18S,Family,physeq_Reference,50,336,1899,1734,165,10.50909091,0.913112164,0.086887836,3.52793177,0.74442358,11.30357143,0.28525664,0.407018434
617,asv18S,Family,physeq_Reference,50,336,1675,1527,148,10.31756757,0.911641791,0.088358209,3.785501066,0.771450473,9.970238095,0.295613257,0.435727569
618,asv18S,Family,physeq_Reference,50,336,1711,1585,126,12.57936508,0.926358854,0.073641146,3.655223881,0.765185081,10.18452381,0.300659495,0.394558193
619,asv18S,Family,physeq_Reference,50,336,1749,1605,144,11.14583333,0.917667238,0.082332762,3.691613362,0.748102134,10.41071429,0.305599969,0.394239283
620,asv18S,Family,physeq_Reference,50,336,1645,1504,141,10.66666667,0.914285714,0.085714286,3.841879886,0.780166775,9.791666667,0.280012019,0.449632376
621,asv18S,Family,physeq_Reference,50,336,1986,1792,194,9.237113402,0.902316213,0.097683787,3.349573561,0.730593701,11.82142857,0.31039097,0.453739862
622,asv18S,Family,physeq_Reference,50,336,1784,1616,168,9.619047619,0.905829596,0.094170404,3.459257285,0.739615975,10.61904762,0.300651267,0.430883864
623,asv18S,Family,physeq_Reference,50,334,1434,1318,116,11.36206897,0.919107392,0.080892608,4.153027279,0.787321299,8.586826347,0.275416286,0.376026509
624,asv18S,Family,physeq_Reference,50,336,1766,1569,197,7.964467005,0.888448471,0.111551529,3.549307036,0.760078229,10.51190476,0.310414279,0.463369479
625,asv18S,Family,physeq_Reference,50,335,1753,1592,161,9.888198758,0.908157444,0.091842556,3.570685495,0.756036994,10.46567164,0.329745494,0.425798076
626,asv18S,Family,physeq_Reference,50,336,1893,1740,153,11.37254902,0.919175911,0.080824089,3.534648188,0.749484056,11.26785714,0.305588131,0.431086179
627,asv18S,Family,physeq_Reference,50,333,1550,1425,125,11.4,0.919354839,0.080645161,3.90030394,0.779821475,9.309309309,0.286606349,0.433138349
628,asv18S,Family,physeq_Reference,50,336,2013,1816,197,9.218274112,0.902136115,0.097863885,3.350639659,0.740639089,11.98214286,0.324632768,0.458846707
629,asv18S,Family,physeq_Reference,50,336,2177,1977,200,9.885,0.908130455,0.091869545,3.33807747,0.706177486,12.95833333,0.310453437,0.423040025
630,asv18S,Family,physeq_Reference,50,336,1810,1670,140,11.92857143,0.922651934,0.077348066,3.684968017,0.760177999,10.77380952,0.310456607,0.443887337
631,asv18S,Family,physeq_Reference,50,335,1585,1429,156,9.16025641,0.901577287,0.098422713,3.765787827,0.768636166,9.462686567,0.315728843,0.430452257
632,asv18S,Family,physeq_Reference,50,334,1668,1538,130,11.83076923,0.92206235,0.07793765,3.78304652,0.762076786,9.988023952,0.306533197,0.434195726
633,asv18S,Family,physeq_Reference,50,336,1673,1544,129,11.96899225,0.922893007,0.077106993,3.712348969,0.764322371,9.958333333,0.290505465,0.4411997
634,asv18S,Family,physeq_Reference,50,336,1855,1698,157,10.81528662,0.915363881,0.084636119,3.523525231,0.731609882,11.04166667,0.30064242,0.417511002
635,asv18S,Family,physeq_Reference,50,335,1817,1686,131,12.87022901,0.927903137,0.072096863,3.641362052,0.760741379,10.84776119,0.310905388,0.424914843
636,asv18S,Family,physeq_Reference,50,336,1840,1685,155,10.87096774,0.91576087,0.08423913,3.513646055,0.744485847,10.95238095,0.310453351,0.417926223
637,asv18S,Family,physeq_Reference,50,336,1846,1657,189,8.767195767,0.897616468,0.102383532,3.406254442,0.739416204,10.98809524,0.319942062,0.443538023
638,asv18S,Family,physeq_Reference,50,335,1692,1548,144,10.75,0.914893617,0.085106383,3.727303602,0.756772217,10.10149254,0.296033013,0.409591932
639,asv18S,Family,physeq_Reference,50,336,1847,1723,124,13.89516129,0.932864104,0.067135896,3.608742004,0.747550302,10.99404762,0.285308387,0.446528831
640,asv18S,Family,physeq_Reference,50,336,1919,1766,153,11.54248366,0.920270974,0.079729026,3.550888415,0.735483063,11.42261905,0.305590046,0.390687912
641,asv18S,Family,physeq_Reference,50,334,1649,1525,124,12.2983871,0.924802911,0.075197089,3.831076586,0.776021572,9.874251497,0.291373439,0.447614846
642,asv18S,Family,physeq_Reference,50,336,1806,1656,150,11.04,0.916943522,0.083056478,3.528127221,0.753368883,10.75,0.285257852,0.456245888
643,asv18S,Family,physeq_Reference,50,335,1654,1506,148,10.17567568,0.910519952,0.089480048,3.791813388,0.762790098,9.874626866,0.301077787,0.404921833
644,asv18S,Family,physeq_Reference,50,336,1912,1720,192,8.958333333,0.89958159,0.10041841,3.494207534,0.748437802,11.38095238,0.319982465,0.488237622
645,asv18S,Family,physeq_Reference,50,336,1862,1688,174,9.701149425,0.906552095,0.093447905,3.505063966,0.737041786,11.08333333,0.305565934,0.413659399
646,asv18S,Family,physeq_Reference,50,336,1700,1567,133,11.78195489,0.921764706,0.078235294,3.662384506,0.754255771,10.11904762,0.3055964,0.397020357
647,asv18S,Family,physeq_Reference,50,336,1668,1522,146,10.42465753,0.912470024,0.087529976,3.842128643,0.766730815,9.928571429,0.310494132,0.438149382
648,asv18S,Family,physeq_Reference,50,336,1878,1695,183,9.262295082,0.902555911,0.097444089,3.488006397,0.750302442,11.17857143,0.310466802,0.448472461
649,asv18S,Family,physeq_Reference,50,336,1898,1718,180,9.544444444,0.90516333,0.09483667,3.487437811,0.73341661,11.29761905,0.329173677,0.428557183
650,asv18S,Family,physeq_Reference,50,335,1883,1722,161,10.69565217,0.914498141,0.085501859,3.528376084,0.753881739,11.24179104,0.296033466,0.43081567
651,asv18S,Family,physeq_Reference,50,330,1619,1521,98,15.52040816,0.939468808,0.060531192,4.145896657,0.786389506,9.812121212,0.287954839,0.481559838
652,asv18S,Family,physeq_Reference,50,336,1899,1738,161,10.79503106,0.915218536,0.084781464,3.510074627,0.74760687,11.30357143,0.305560972,0.425526715
653,asv18S,Family,physeq_Reference,50,336,1901,1723,178,9.679775281,0.906365071,0.093634929,3.475035537,0.739041697,11.31547619,0.310454379,0.446554793
654,asv18S,Family,physeq_Reference,50,335,1664,1534,130,11.8,0.921875,0.078125,3.82488158,0.771829074,9.934328358,0.301113443,0.437445354
655,asv18S,Family,physeq_Reference,50,335,1849,1658,191,8.680628272,0.896700919,0.103299081,3.494110287,0.739037903,11.03880597,0.306030995,0.411915884
656,asv18S,Family,physeq_Reference,50,335,1728,1585,143,11.08391608,0.91724537,0.08275463,3.735347216,0.752464735,10.31641791,0.285697563,0.399308094
657,asv18S,Family,physeq_Reference,50,336,1783,1634,149,10.96644295,0.916432978,0.083567022,3.679051173,0.757125375,10.61309524,0.319984626,0.44
658,asv18S,Family,physeq_Reference,50,336,1772,1631,141,11.56737589,0.920428894,0.079571106,3.696872779,0.753678972,10.54761905,0.315243831,0.422890727
659,asv18S,Family,physeq_Reference,50,336,1821,1656,165,10.03636364,0.909390445,0.090609555,3.513841507,0.739990316,10.83928571,0.324633915,0.420026679
660,asv18S,Family,physeq_Reference,50,333,1726,1598,128,12.484375,0.925840093,0.074159907,3.860884981,0.779565553,10.36636637,0.291794663,0.455990506
661,asv18S,Family,physeq_Reference,50,334,1596,1461,135,10.82222222,0.915413534,0.084586466,3.813687939,0.778599594,9.556886228,0.306543181,0.453256505
662,asv18S,Family,physeq_Reference,50,336,1800,1637,163,10.04294479,0.909444444,0.090555556,3.589267946,0.755601467,10.71428571,0.290495942,0.417852385
663,asv18S,Family,physeq_Reference,50,336,1793,1628,165,9.866666667,0.90797546,0.09202454,3.525764037,0.737164037,10.67261905,0.310472028,0.421188341
664,asv18S,Family,physeq_Reference,50,336,1856,1711,145,11.8,0.921875,0.078125,3.651403696,0.749041518,11.04761905,0.280018859,0.421369536
665,asv18S,Family,physeq_Reference,50,336,1837,1679,158,10.62658228,0.913990201,0.086009799,3.484328358,0.75388344,10.93452381,0.300602868,0.406302277
666,asv18S,Family,physeq_Reference,50,336,1914,1761,153,11.50980392,0.920062696,0.079937304,3.546570718,0.740615313,11.39285714,0.305596748,0.434585361
667,asv18S,Family,physeq_Reference,50,336,1796,1644,152,10.81578947,0.915367483,0.084632517,3.63996091,0.749945832,10.69047619,0.30066038,0.434894792
668,asv18S,Family,physeq_Reference,50,332,1789,1682,107,15.71962617,0.94019005,0.05980995,3.941384519,0.75252698,10.77710843,0.321937834,0.409891822
669,asv18S,Family,physeq_Reference,50,336,1771,1603,168,9.541666667,0.90513834,0.09486166,3.535483298,0.759897008,10.54166667,0.300616584,0.451818418
670,asv18S,Family,physeq_Reference,50,336,1881,1717,164,10.4695122,0.912812334,0.087187666,3.4547086,0.746772567,11.19642857,0.310457035,0.432380177
671,asv18S,Family,physeq_Reference,50,336,1753,1575,178,8.848314607,0.898459783,0.101540217,3.528287136,0.757565873,10.43452381,0.305575857,0.427328764
672,asv18S,Family,physeq_Reference,50,335,1748,1588,160,9.925,0.908466819,0.091533181,3.624023595,0.756421504,10.4358209,0.306010473,0.444043961
673,asv18S,Family,physeq_Reference,50,336,1899,1735,164,10.57926829,0.913638757,0.086361243,3.547690121,0.731297251,11.30357143,0.269001062,0.40747331
674,asv18S,Family,physeq_Reference,50,333,1467,1357,110,12.33636364,0.925017042,0.074982958,4.060566591,0.774518463,8.810810811,0.27589136,0.355968642
675,asv18S,Family,physeq_Reference,50,335,1733,1574,159,9.899371069,0.908251587,0.091748413,3.664527661,0.766034834,10.34626866,0.290925306,0.468923002
676,asv18S,Family,physeq_Reference,50,335,1705,1548,157,9.859872611,0.907917889,0.092082111,3.636410761,0.756716687,10.17910448,0.310931371,0.402369613
677,asv18S,Family,physeq_Reference,50,336,1638,1498,140,10.7,0.914529915,0.085470085,3.716986496,0.752976269,9.75,0.300634545,0.416509465
678,asv18S,Family,physeq_Reference,50,333,1579,1446,133,10.87218045,0.915769474,0.084230526,3.819259018,0.770196941,9.483483483,0.296979567,0.413874192
679,asv18S,Family,physeq_Reference,50,336,1952,1783,169,10.55029586,0.913422131,0.086577869,3.48242715,0.746120802,11.61904762,0.305508127,0.473289134
680,asv18S,Family,physeq_Reference,50,336,1719,1565,154,10.16233766,0.910413031,0.089586969,3.730401564,0.757787976,10.23214286,0.319953036,0.439575628
681,asv18S,Family,physeq_Reference,50,333,1762,1650,112,14.73214286,0.936435868,0.063564132,4.030319476,0.763294024,10.58258258,0.32147617,0.466822857
682,asv18S,Family,physeq_Reference,50,335,1592,1462,130,11.24615385,0.918341709,0.081658291,3.838001609,0.773866033,9.504477612,0.301157827,0.425134727
683,asv18S,Family,physeq_Reference,50,336,1858,1677,181,9.26519337,0.902583423,0.097416577,3.465724947,0.743609063,11.05952381,0.305536684,0.418368946
684,asv18S,Family,physeq_Reference,50,335,1644,1508,136,11.08823529,0.917274939,0.082725061,3.740870498,0.76788448,9.814925373,0.285724241,0.399668648
685,asv18S,Family,physeq_Reference,50,336,1770,1603,167,9.598802395,0.905649718,0.094350282,3.49152452,0.755837958,10.53571429,0.295623874,0.431420743
686,asv18S,Family,physeq_Reference,50,336,1838,1663,175,9.502857143,0.904787813,0.095212187,3.595771144,0.749627185,10.94047619,0.310462176,0.413693052
687,asv18S,Family,physeq_Reference,50,333,1650,1542,108,14.27777778,0.934545455,0.065454545,4.243957815,0.777749397,9.90990991,0.286622748,0.484944704
688,asv18S,Family,physeq_Reference,50,336,1789,1630,159,10.25157233,0.911123533,0.088876467,3.633670931,0.761492308,10.64880952,0.305607019,0.45246155
689,asv18S,Family,physeq_Reference,50,336,1840,1679,161,10.42857143,0.9125,0.0875,3.538148543,0.744311558,10.95238095,0.310483509,0.419920905
690,asv18S,Family,physeq_Reference,50,336,2032,1810,222,8.153153153,0.890748031,0.109251969,3.317039801,0.727670133,12.0952381,0.319946053,0.453519097
691,asv18S,Family,physeq_Reference,50,336,1937,1774,163,10.88343558,0.915849251,0.084150749,3.528056148,0.734564527,11.5297619,0.310432958,0.400128807
692,asv18S,Family,physeq_Reference,50,336,1897,1732,165,10.4969697,0.913020559,0.086979441,3.587508884,0.735674262,11.29166667,0.285251977,0.4176701
693,asv18S,Family,physeq_Reference,50,336,1776,1616,160,10.1,0.90990991,0.09009009,3.4851457,0.749175777,10.57142857,0.290448507,0.424587987
694,asv18S,Family,physeq_Reference,50,336,1763,1608,155,10.37419355,0.912081679,0.087918321,3.547796731,0.760478991,10.49404762,0.305600317,0.453983288
695,asv18S,Family,physeq_Reference,50,336,1864,1697,167,10.16167665,0.910407725,0.089592275,3.544402985,0.752589162,11.0952381,0.315229149,0.439449288
696,asv18S,Family,physeq_Reference,50,333,1623,1536,87,17.65517241,0.946395564,0.053604436,4.193006259,0.788406782,9.747747748,0.291849725,0.460417516
697,asv18S,Family,physeq_Reference,50,336,1580,1462,118,12.38983051,0.925316456,0.074683544,3.958528785,0.779523726,9.404761905,0.300693819,0.425564291
698,asv18S,Family,physeq_Reference,50,336,1882,1710,172,9.941860465,0.908607864,0.091392136,3.538770434,0.735428319,11.20238095,0.300664007,0.403997145
699,asv18S,Family,physeq_Reference,50,330,1881,1783,98,18.19387755,0.947900053,0.052099947,4.074661509,0.746759954,11.4,0.313302739,0.458331115
700,asv18S,Family,physeq_Reference,50,335,1648,1531,117,13.08547009,0.929004854,0.070995146,3.917883636,0.75682093,9.83880597,0.280397344,0.414287112
701,asv18S,Family,physeq_Reference,50,334,1883,1729,154,11.22727273,0.918215613,0.081784387,3.508082933,0.719496632,11.2754491,0.330199154,0.384172467
702,asv18S,Family,physeq_Reference,50,336,1858,1689,169,9.99408284,0.909041981,0.090958019,3.597619048,0.756426973,11.05952381,0.300632156,0.443930284
703,asv18S,Family,physeq_Reference,50,335,1739,1589,150,10.59333333,0.913743531,0.086256469,3.62046653,0.746131524,10.38208955,0.290956302,0.400706251
704,asv18S,Family,physeq_Reference,50,336,1837,1667,170,9.805882353,0.907457812,0.092542188,3.603624733,0.750213195,10.93452381,0.295607588,0.416651005
705,asv18S,Family,physeq_Reference,50,335,1680,1537,143,10.74825175,0.914880952,0.085119048,3.68385021,0.758272999,10.02985075,0.310915401,0.396942571
706,asv18S,Family,physeq_Reference,50,335,1778,1640,138,11.88405797,0.922384702,0.077615298,3.592421128,0.759223214,10.61492537,0.306023804,0.410536797
707,asv18S,Family,physeq_Reference,50,336,1876,1724,152,11.34210526,0.918976546,0.081023454,3.587562189,0.754613586,11.16666667,0.319994103,0.461954098
708,asv18S,Family,physeq_Intermediate,All Samples,331,1303,1218,85,14.32941176,0.934765925,0.065234075,4.551309376,0.812020238,7.873111782,0.308018925,0.504756509
709,asv18S,Family,physeq_Intermediate,50,336,1495,1344,151,8.900662252,0.898996656,0.101003344,3.89424307,0.779703763,8.898809524,0.290562136,0.437680863
710,asv18S,Family,physeq_Intermediate,50,335,1680,1545,135,11.44444444,0.919642857,0.080357143,3.867459112,0.772876059,10.02985075,0.28573401,0.467745068
711,asv18S,Family,physeq_Intermediate,50,336,1390,1294,96,13.47916667,0.930935252,0.069064748,4.411975835,0.808912428,8.273809524,0.280077653,0.504662841
712,asv18S,Family,physeq_Intermediate,50,331,1419,1322,97,13.62886598,0.931642001,0.068357999,4.436755194,0.806234107,8.574018127,0.271214736,0.446947884
713,asv18S,Family,physeq_Intermediate,50,334,1386,1293,93,13.90322581,0.932900433,0.067099567,4.393285501,0.801160188,8.299401198,0.269862871,0.486345003
714,asv18S,Family,physeq_Intermediate,50,335,1529,1435,94,15.26595745,0.93852191,0.06147809,4.126356243,0.774563546,9.128358209,0.280501275,0.429455602
715,asv18S,Family,physeq_Intermediate,50,206,503,501,2,250.5,0.996023857,0.003976143,6.376667259,0.79979081,4.883495146,0.224695922,0.261029412
716,asv18S,Family,physeq_Intermediate,50,336,1585,1462,123,11.88617886,0.922397476,0.077602524,3.981840796,0.771913376,9.43452381,0.280041276,0.458658346
717,asv18S,Family,physeq_Intermediate,50,334,1420,1340,80,16.75,0.943661972,0.056338028,4.530560501,0.789647305,8.502994012,0.280895302,0.456803617
718,asv18S,Family,physeq_Intermediate,50,336,1839,1675,164,10.21341463,0.910821098,0.089178902,3.571695096,0.758924619,10.94642857,0.305597009,0.446069689
719,asv18S,Family,physeq_Intermediate,50,335,1349,1259,90,13.98888889,0.933283914,0.066716086,4.391116275,0.801579176,8.053731343,0.258094464,0.480387467
720,asv18S,Family,physeq_Intermediate,50,335,1566,1430,136,10.51470588,0.913154534,0.086845466,3.909500402,0.780146056,9.349253731,0.285735137,0.475093821
721,asv18S,Family,physeq_Intermediate,50,336,1822,1653,169,9.781065089,0.907244786,0.092755214,3.591915423,0.749036675,10.8452381,0.300628086,0.431203675
722,asv18S,Family,physeq_Intermediate,50,336,1751,1604,147,10.91156463,0.916047973,0.083952027,3.641968728,0.755163732,10.42261905,0.269055244,0.441807887
723,asv18S,Family,physeq_Intermediate,50,330,1487,1396,91,15.34065934,0.938802959,0.061197041,4.338380768,0.794169764,9.012121212,0.288006813,0.472770098
724,asv18S,Family,physeq_Intermediate,50,334,1433,1334,99,13.47474747,0.930914166,0.069085834,4.393501286,0.792211072,8.580838323,0.286211096,0.453088556
725,asv18S,Family,physeq_Intermediate,50,335,1378,1274,104,12.25,0.924528302,0.075471698,4.393010993,0.800739708,8.226865672,0.280475344,0.467733437
726,asv18S,Family,physeq_Intermediate,50,333,1468,1380,88,15.68181818,0.940054496,0.059945504,4.241777923,0.788174021,8.816816817,0.281353642,0.438747279
727,asv18S,Family,physeq_Intermediate,50,333,1387,1275,112,11.38392857,0.91925018,0.08074982,4.241687471,0.795267592,8.33033033,0.291908802,0.46330109
728,asv18S,Family,physeq_Intermediate,50,336,1792,1644,148,11.10810811,0.917410714,0.082589286,3.702807392,0.760917486,10.66666667,0.320005075,0.471104884
729,asv18S,Family,physeq_Intermediate,50,335,1527,1424,103,13.82524272,0.932547479,0.067452521,4.303959246,0.777103035,9.11641791,0.275082912,0.471987194
730,asv18S,Family,physeq_Intermediate,50,333,1535,1416,119,11.89915966,0.92247557,0.07752443,3.938076631,0.771374622,9.219219219,0.286613023,0.439438804
731,asv18S,Family,physeq_Intermediate,50,333,1354,1256,98,12.81632653,0.927621861,0.072378139,4.312601758,0.8039381,8.132132132,0.286687097,0.465710561
732,asv18S,Family,physeq_Intermediate,50,334,1419,1320,99,13.33333333,0.930232558,0.069767442,4.504072935,0.793750346,8.497005988,0.264297898,0.452420907
733,asv18S,Family,physeq_Intermediate,50,333,1478,1376,102,13.49019608,0.930987821,0.069012179,4.307663085,0.79465003,8.876876877,0.281383167,0.47477426
734,asv18S,Family,physeq_Intermediate,50,333,1414,1315,99,13.28282828,0.929985856,0.070014144,4.434151018,0.806546737,8.492492492,0.286692434,0.550400261
735,asv18S,Family,physeq_Intermediate,50,335,1468,1366,102,13.39215686,0.930517711,0.069482289,4.205380284,0.798911513,8.764179104,0.269484555,0.517619962
736,asv18S,Family,physeq_Intermediate,50,333,1462,1356,106,12.79245283,0.92749658,0.07250342,4.313307283,0.788300289,8.780780781,0.297027136,0.474647651
737,asv18S,Family,physeq_Intermediate,50,336,1538,1402,136,10.30882353,0.911573472,0.088426528,3.990334044,0.785130781,9.154761905,0.285347821,0.434935522
738,asv18S,Family,physeq_Intermediate,50,333,1606,1468,138,10.63768116,0.914072229,0.085927771,3.861047795,0.772084339,9.645645646,0.3214726,0.493674312
739,asv18S,Family,physeq_Intermediate,50,335,1503,1352,151,8.953642384,0.899534265,0.100465735,3.900420055,0.778835673,8.973134328,0.285753547,0.444904033
740,asv18S,Family,physeq_Intermediate,50,334,1457,1361,96,14.17708333,0.934111187,0.065888813,4.333585082,0.782969123,8.724550898,0.28623844,0.477627394
741,asv18S,Family,physeq_Intermediate,50,332,1423,1328,95,13.97894737,0.933239635,0.066760365,4.381793033,0.796649239,8.572289157,0.281782895,0.487974537
742,asv18S,Family,physeq_Intermediate,50,336,1625,1497,128,11.6953125,0.921230769,0.078769231,3.933049041,0.763049801,9.672619048,0.300720356,0.463026142
743,asv18S,Family,physeq_Intermediate,50,333,1426,1336,90,14.84444444,0.936886396,0.063113604,4.346828756,0.799704476,8.564564565,0.281364229,0.441331986
744,asv18S,Family,physeq_Intermediate,50,335,1405,1307,98,13.33673469,0.93024911,0.06975089,4.442738404,0.800249404,8.388059701,0.291057938,0.49216486
745,asv18S,Family,physeq_Intermediate,50,335,1501,1358,143,9.496503497,0.90473018,0.09526982,3.912842971,0.788938357,8.96119403,0.285779281,0.483116269
746,asv18S,Family,physeq_Intermediate,50,332,1472,1379,93,14.82795699,0.936820652,0.063179348,4.428584428,0.794086049,8.86746988,0.281719376,0.480628044
747,asv18S,Family,physeq_Intermediate,50,335,1472,1361,111,12.26126126,0.924592391,0.075407609,4.234569667,0.804049102,8.788059701,0.29095418,0.5125399
748,asv18S,Family,physeq_Intermediate,50,335,1427,1324,103,12.85436893,0.927820603,0.072179397,4.312646349,0.799540022,8.519402985,0.275033441,0.455625146
749,asv18S,Family,physeq_Intermediate,50,335,1627,1478,149,9.919463087,0.908420406,0.091579594,3.852497989,0.776152535,9.713432836,0.296118223,0.455411201
750,asv18S,Family,physeq_Intermediate,50,333,1363,1262,101,12.4950495,0.925898753,0.074101247,4.441640436,0.811993109,8.186186186,0.28134558,0.460197754
751,asv18S,Family,physeq_Intermediate,50,193,506,505,1,505,0.998023715,0.001976285,2.290681502,0.778286879,5.243523316,0.232328447,0.253175841
752,asv18S,Family,physeq_Intermediate,50,332,1450,1351,99,13.64646465,0.931724138,0.068275862,4.323699632,0.783710307,8.734939759,0.281751773,0.440733739
753,asv18S,Family,physeq_Intermediate,50,335,1487,1371,116,11.81896552,0.921990585,0.078009415,4.114987935,0.788909236,8.87761194,0.285790644,0.451364012
754,asv18S,Family,physeq_Intermediate,50,336,1600,1471,129,11.40310078,0.919375,0.080625,3.938468372,0.777247576,9.523809524,0.290520023,0.453696617
